MAGNITUDE,FREQUENCY
2.1985661026282,1,
0.79547307487217,2,
0.65337310742462,3,
0.72599713529401,4,
0.33689891785126,5,
0.32411938164825,6,
0.22265988018131,7,
0.37780300928858,8,
0.019822920417288,9,
0.71153644540001,10,
0.27736117289903,11,
0.049076999582581,12,
0.19040920352959,13,
0.094549830439354,14,
0.22309366406477,15,
0.10058621527181,16,
0.16803191157101,17,
0.18819914932895,18,
0.090720427597857,19,
0.16967528754805,20,
0.14222150755822,21,
0.078289501333774,22,
0.05289615563281,23,
0.073006527162925,24,
0.13479697279389,25,
0.21386541682133,26,
0.076082672447574,27,
0.073231134741297,28,
0.041468109134721,29,
0.23968231035257,30,
0.1377102150318,31,
0.10731088568298,32,
0.096015461165022,33,
0.15905538480231,34,
0.18610941715381,35,
0.2545973953163,36,
0.11322128933953,37,
0.10396059601262,38,
0.35913289864585,39,
0.081565895803001,40,
0.067334041570464,41,
0.10170333756341,42,
0.069925527455706,43,
0.16259427705756,44,
0.14457299922954,45,
0.035748412475591,46,
0.19392163976217,47,
0.12388478762499,48,
0.074895761426986,49,
0.18482339180336,50,
0.2088389628637,51,
0.036574282557328,52,
0.12004366211859,53,
0.0092002003864697,54,
0.1026675460451,55,
0.036735465003016,56,
0.15734503506455,57,
0.11238278011092,58,
0.33124995936326,59,
1.2205262690886,60,
0.029344198526742,61,
0.12761884796684,62,
0.17932145713001,63,
0.16940276736707,64,
0.20762339040258,65,
0.10486274022998,66,
0.059971355864809,67,
0.037271972610858,68,
0.24023217271728,69,
0.057076794501017,70,
0.18589406703969,71,
0.084689612835938,72,
0.07588528068051,73,
0.017228986158644,74,
0.070434571588457,75,
0.18709816573138,76,
0.21619699828577,77,
0.27540704836077,78,
0.069631310787797,79,
0.17535483769475,80,
0.045440222074914,81,
0.13157104299807,82,
0.073200717985967,83,
0.056176440717938,84,
0.07313536866983,85,
0.17421118191926,86,
0.079796696178888,87,
0.10699805196695,88,
0.055209349659179,89,
0.59565474916242,90,
0.16083120553266,91,
0.06532371672514,92,
0.15972402886843,93,
0.19357019742511,94,
0.067165782735952,95,
0.2472107738085,96,
0.2487601958918,97,
0.23035129429388,98,
0.11557525587373,99,
0.20273522958372,100,
0.037160457838836,101,
0.1494752830113,102,
0.090653513489952,103,
0.19254308095633,104,
0.075461123980809,105,
0.039147959390673,106,
0.10550441826607,107,
0.15158318126561,108,
0.12304365420481,109,
0.07750955134742,110,
0.025680196772499,111,
0.030783506919234,112,
0.16639257807741,113,
0.13487429266289,114,
0.12725826836862,115,
0.057876803488157,116,
0.11670041317434,117,
0.1216285565012,118,
0.10790568371283,119,
0.091446967646255,120,
0.066602815762128,121,
0.021502856906359,122,
0.11721729061962,123,
0.049549996312409,124,
0.07614308525542,125,
0.089747051318736,126,
0.11591654744942,127,
0.073775977835109,128,
0.07654978773774,129,
0.1381005889304,130,
0.15408041566973,131,
0.039978337005157,132,
0.046552200462772,133,
0.17772558041911,134,
0.14456420810536,135,
0.05395832032134,136,
0.097991095072516,137,
0.1336172029654,138,
0.13063567221612,139,
0.058012123545958,140,
0.12214441700661,141,
0.11006711411822,142,
0.15872933271008,143,
0.10867455615207,144,
0.11960914715614,145,
0.011494593593278,146,
0.091468336574594,147,
0.040071057222655,148,
