MAGNITUDE,FREQUENCY
0.42486123965308,1,
0.10960908514713,2,
0.33975149320096,3,
0.23168527380884,4,
0.11002714110511,5,
0.11545646667637,6,
0.034245036461843,7,
0.032101065853431,8,
0.15384545407481,9,
0.1003805058731,10,
0.12146493276498,11,
0.12701468567417,12,
0.099342577828154,13,
0.11703232836261,14,
0.10577246736478,15,
0.035911931605727,16,
0.04256383978487,17,
0.15393572137305,18,
0.10126226107671,19,
0.01577138230897,20,
0.10946741405086,21,
0.10661723903019,22,
0.03150098814718,23,
0.14031468540419,24,
0.14114604115062,25,
0.1649435860128,26,
0.060960788797267,27,
0.15832369401713,28,
0.091792479291535,29,
0.054654108062837,30,
0.084060673381897,31,
0.04460720832265,32,
0.031512110360537,33,
0.10105018858505,34,
0.060795931350578,35,
0.17352359954824,36,
0.16018513682495,37,
0.095729992167811,38,
0.60140472681321,39,
0.25311757020687,40,
0.15431185573765,41,
0.10489039999409,42,
0.049266097115556,43,
0.043381629994806,44,
0.10420934090463,45,
0.10404590435313,46,
0.054607000397151,47,
0.024314992512962,48,
0.061121950122488,49,
0.044030727128681,50,
0.070146958493208,51,
0.14940166817519,52,
0.06212936637461,53,
0.1235457478738,54,
0.085907802408827,55,
0.035118824892851,56,
0.021605304282829,57,
0.0083988656155274,58,
0.058626480949191,59,
0.98101357665441,60,
0.098289690336879,61,
0.10881746082039,62,
0.22087792583733,63,
0.054216622528545,64,
0.021491199622388,65,
0.037140094935005,66,
0.087278865021923,67,
0.024230011678408,68,
0.18045166710778,69,
0.028575629000258,70,
0.033470918620819,71,
0.059936387251228,72,
0.055033097969558,73,
0.05520647896829,74,
0.067526584605095,75,
0.060627128410205,76,
0.0096629135362972,77,
0.031087475327698,78,
0.090314204783214,79,
0.021624619844132,80,
0.041534082836322,81,
0.0559306453429,82,
0.025070849267425,83,
0.083451866670505,84,
0.032123935936611,85,
0.079227228243749,86,
0.18441164484612,87,
0.1931762040915,88,
0.11814056436782,89,
1.7819782149457,90,
0.11207460153122,91,
0.043218402100025,92,
0.099091783176799,93,
0.035483820002522,94,
0.058861121148215,95,
0.051083451047088,96,
0.19114221755714,97,
0.17318765602702,98,
0.1353725691907,99,
0.16071426096274,100,
0.0472015503696,101,
0.13339630281104,102,
0.23109565060476,103,
0.070828209211001,104,
0.036487724460586,105,
0.080831943618917,106,
0.060018704551599,107,
0.10545789619684,108,
0.050954880693688,109,
0.058700639973259,110,
0.05261826050763,111,
0.1007294035676,112,
0.05916608134934,113,
0.029601929951867,114,
0.05953354326363,115,
0.065262139393195,116,
0.049685289399488,117,
0.083997635314849,118,
0.078433685573725,119,
0.15010669767571,120,
0.12873222987625,121,
0.16721741022048,122,
0.085107502725463,123,
0.028480829586857,124,
0.12131679698428,125,
0.024525710774843,126,
0.068911834854786,127,
0.033229430410632,128,
0.052586434765033,129,
0.013147907328621,130,
0.12222609501053,131,
0.060253737299233,132,
0.15924156802724,133,
0.042543779185576,134,
0.044337441350914,135,
0.017170293401036,136,
0.038065836675732,137,
0.01333059579139,138,
0.036353579114629,139,
0.080536338098233,140,
0.095216340223481,141,
0.097794974047003,142,
0.0069928518088327,143,
0.085351190167171,144,
0.03499931620037,145,
0.032867227520999,146,
0.082379394870938,147,
0.0079150320304754,148,
0.10973670377134,149,
0.18633482111734,150,
0.11195913846341,151,
0.066974448388622,152,
0.21588211035341,153,
0.084276829521743,154,
0.17785211717686,155,
0.069778106806421,156,
0.16789804926629,157,
0.043920551460227,158,
0.050951324683417,159,
0.054074146141559,160,
0.11909381619552,161,
0.16534289663289,162,
0.11280403715734,163,
0.14055512354868,164,
0.30207590593446,165,
0.36158604048696,166,
0.84738994425062,167,
0.18707772189351,168,
0.027278912381843,169,
0.1004839892317,170,
0.11505373569019,171,
0.027657281392452,172,
0.096990049091898,173,
0.12971919446295,174,
0.10797933564796,175,
0.067594630309606,176,
0.10974775567377,177,
0.061065937424435,178,
0.033873069055434,179,
0.15175508433807,180,
0.18392272065319,181,
0.044915198036158,182,
0.0444516442532,183,
0.11583333987136,184,
0.089128516326136,185,
0.091251210060697,186,
0.056228293341847,187,
0.10175648985015,188,
0.21850557833021,189,
0.12328158222,190,
0.037550611183813,191,
0.13280150827817,192,
0.14235965233263,193,
0.13895743790568,194,
0.077713516159241,195,
0.2414485849066,196,
0.14025069473985,197,
0.16629051382137,198,
0.13377238452095,199,
0.56169281015889,200,
0.071348732023308,201,
0.19225307721491,202,
0.11123733610398,203,
0.04485985786427,204,
0.092267005468153,205,
0.070656388653874,206,
0.016428113343742,207,
0.051198299298349,208,
0.14042490421234,209,
0.1869195652527,210,
0.086913296664773,211,
0.090739141072158,212,
0.18244935161983,213,
0.057704762396754,214,
0.032789731625001,215,
0.02569036194335,216,
0.063660463207767,217,
0.062410286239409,218,
0.11437992771445,219,
0.089759188216479,220,
0.060292916278196,221,
0.059282350460848,222,
0.020647231701196,223,
0.066621317998962,224,
0.083192098063375,225,
0.089764858707266,226,
0.086160984668932,227,
0.12131355488048,228,
0.1203268761343,229,
0.15635551383672,230,
0.048729965643744,231,
0.19926412117274,232,
0.1444756509301,233,
0.091652532713628,234,
0.12493295112547,235,
0.20656965385452,236,
0.052978952811639,237,
0.18055169643083,238,
0.078426978368096,239,
0.044237481677762,240,
0.075629906003388,241,
0.19063877239298,242,
0.0082846555305491,243,
0.1911204244204,244,
0.10075454857467,245,
0.15905508141033,246,
0.096985526822744,247,
0.091648728195926,248,
0.097631471392762,249,
0.29231789320399,250,
0.058745455695774,251,
0.1177380378662,252,
0.073925072667672,253,
0.13340551892045,254,
0.045795431047482,255,
0.12557939529328,256,
0.087459638110393,257,
0.084029552170493,258,
0.17314645643597,259,
0.034483774191869,260,
0.060213547966144,261,
0.080720135903876,262,
0.10800753046053,263,
0.021336954953257,264,
0.13822808729646,265,
0.12307895639621,266,
0.10069205024853,267,
0.16213850732339,268,
0.017107636813947,269,
0.029469671769912,270,
0.018438250183044,271,
0.039221520300564,272,
0.079974696688888,273,
0.05014695956028,274,
0.072095100313974,275,
0.067964312700809,276,
0.050082583623481,277,
0.095259893282631,278,
0.078103792255877,279,
0.042488082805434,280,
0.071439719309884,281,
0.060413141451396,282,
0.071868643917576,283,
0.089549682387967,284,
0.05885980307939,285,
0.031220757476227,286,
0.11295581641013,287,
0.11548098977755,288,
0.094598798460931,289,
0.01351425662451,290,
0.055906361615781,291,
0.080056302990252,292,
0.11345424508109,293,
0.060671948193719,294,
0.027846223225078,295,
0.075410242569554,296,
0.093602696364965,297,
0.10531991943576,298,
0.054030131676863,299,
0.25528425476517,300,
0.072186065387915,301,
0.046259310179182,302,
0.13507662599958,303,
0.088230697762581,304,
