MAGNITUDE,FREQUENCY
0.20967011079759,1,
0.46708804684431,2,
0.16390286844695,3,
0.067684569284743,4,
0.044206892946584,5,
0.18495418540028,6,
0.15972687947471,7,
0.26087625228282,8,
0.14828077526673,9,
0.070729873261739,10,
0.13467383929386,11,
0.085452144671988,12,
0.17414902727808,13,
0.23880603467215,14,
0.078974741985805,15,
0.13479713672486,16,
0.093998761178719,17,
0.16158522283964,18,
0.16906079856964,19,
0.18816125009745,20,
0.068615606828968,21,
0.18696212088995,22,
0.076659241649509,23,
0.12427549176551,24,
0.1081928065676,25,
0.011623884029571,26,
0.15528042821623,27,
0.076896063819119,28,
0.19195723092914,29,
0.10722609856242,30,
0.15425160269303,31,
0.17688359919296,32,
0.044855980717966,33,
0.01178823604029,34,
0.076034347821818,35,
0.075863490200264,36,
0.059011858873238,37,
0.26827989646078,38,
0.53626350690499,39,
0.14153310996796,40,
0.16607783285001,41,
0.17752141414836,42,
0.074314768405957,43,
0.039629554955933,44,
0.098915780116734,45,
0.14376462040724,46,
0.1146908314802,47,
0.16072206289945,48,
0.085650468136526,49,
0.17746338136732,50,
0.12414458661115,51,
0.075369624088249,52,
0.12333152194241,53,
0.030973998588726,54,
0.026955496517616,55,
0.044759363344259,56,
0.16091706814571,57,
0.075745324779727,58,
0.20603530225579,59,
3.6873640844438,60,
0.19586068370916,61,
0.15234514368631,62,
0.17838384098341,63,
0.20658642844438,64,
0.13447452225127,65,
0.14067668177944,66,
0.089569373407016,67,
0.14150253998413,68,
0.30720998896953,69,
0.16623422678178,70,
0.1454564569739,71,
0.06499739876836,72,
0.10485822090348,73,
0.015817006629953,74,
0.0845813397846,75,
0.1866126701409,76,
0.10166614837339,77,
0.12274199707388,78,
0.23187594292579,79,
0.16912103121149,80,
0.1994593320727,81,
0.28239381659517,82,
0.13862850683757,83,
0.09951341076195,84,
0.14714975993828,85,
0.12542430869336,86,
0.093240489395776,87,
0.084709212490221,88,
0.10500887963796,89,
0.19038632619429,90,
0.083041322790746,91,
0.096562836519711,92,
0.11504838712732,93,
0.25710193847596,94,
0.2709679655471,95,
0.073342249968653,96,
0.44875783994223,97,
0.43003379622517,98,
0.11692321149583,99,
0.20664974258452,100,
0.060859141374685,101,
0.12795638860404,102,
0.10334414696447,103,
0.097623705833348,104,
0.095358124990964,105,
0.082981795971797,106,
0.15439272449262,107,
0.14140844600464,108,
0.14383889662498,109,
0.082450422091356,110,
0.096093492156116,111,
0.17413177767334,112,
0.15506639801744,113,
0.054867627389867,114,
0.11315438977592,115,
0.16077258066342,116,
0.057892033063435,117,
0.14743401029055,118,
0.10560819599206,119,
0.23221946794027,120,
0.13685265514945,121,
0.031335833253593,122,
0.10769460140744,123,
0.039200549401094,124,
0.05045384715252,125,
0.15538804588272,126,
0.01782121037846,127,
0.11178780770045,128,
0.113003963127,129,
0.070049539381577,130,
0.1427166805206,131,
0.056061129632775,132,
0.13600533170061,133,
0.1202651459174,134,
0.20803147489845,135,
0.05392504498971,136,
0.12260123481781,137,
0.097405995532502,138,
0.082739103231046,139,
0.023654808107175,140,
0.1298263700394,141,
0.015278794564857,142,
0.078184092799067,143,
0.22186199029567,144,
0.1896503712106,145,
0.18620173692436,146,
0.077367163347813,147,
0.24499450255449,148,
0.13395823340334,149,
0.15607847772845,150,
0.36401021888151,151,
0.15630981140063,152,
0.13483126303973,153,
0.16993112824588,154,
0.15342873465404,155,
0.18209923990084,156,
0.13087528386579,157,
0.10096702456751,158,
0.19028012990106,159,
0.087770709800885,160,
0.15581050276981,161,
0.29050514577695,162,
0.093844596228724,163,
0.075857354845999,164,
0.21398871090713,165,
0.52020231920408,166,
0.89876395343272,167,
0.42975906505213,168,
0.15760568571878,169,
0.23896960094842,170,
0.25723755737844,171,
0.22235628404646,172,
0.050457916800565,173,
0.15913216905233,174,
0.11115384478832,175,
0.24600142600565,176,
0.052258261981889,177,
0.21282657173104,178,
0.24241232356405,179,
1.1665719614272,180,
0.17005313834641,181,
0.066946546582214,182,
0.22030941993441,183,
0.28412874481116,184,
0.079150273348948,185,
0.17799634960962,186,
0.044865716863714,187,
0.21811557239824,188,
0.18748541112283,189,
0.09764009716725,190,
0.24083423094928,191,
0.1803042039786,192,
0.055642288797227,193,
0.12301517231243,194,
0.054055384827572,195,
0.092744232912606,196,
0.41325642500238,197,
0.16819406399951,198,
0.12743661226423,199,
0.3565786880998,200,
0.060759886867118,201,
