MAGNITUDE,FREQUENCY
1.4230093364021,1,
8.2738646012457,2,
2.9771144608066,3,
4.4179232022256,4,
2.8005616783089,5,
3.4989062288482,6,
1.6511703532376,7,
1.6004890386947,8,
1.0352778460579,9,
0.58950963704684,10,
0.53870421410256,11,
0.22491775361796,12,
0.33635614379804,13,
0.52607792970323,14,
0.23004193264361,15,
0.42716218909065,16,
0.051699517122169,17,
0.089157682814295,18,
0.058583247241707,19,
0.1188181303715,20,
0.093451362250713,21,
0.17099891227542,22,
0.18905017294172,23,
0.069466552406699,24,
0.18381356025634,25,
0.11293493823064,26,
0.11616549985907,27,
0.1506622014261,28,
0.11381005912573,29,
0.031730677811193,30,
0.15874158261378,31,
0.031078425224746,32,
0.14110196531056,33,
0.028627052063223,34,
0.09806186865327,35,
0.17193471388079,36,
0.24316754163584,37,
0.13211179935036,38,
0.13436458107719,39,
0.11416044332864,40,
0.11676776712955,41,
0.1048659617049,42,
0.068752352932094,43,
0.049429408377397,44,
0.030710488295591,45,
0.062489284731318,46,
0.028588560025162,47,
0.088203910336359,48,
0.07145413296552,49,
0.14146551836664,50,
0.04378125498597,51,
0.039429793706779,52,
0.022987002657908,53,
0.10609669354693,54,
0.051904257906168,55,
0.062676532909706,56,
0.01532091995916,57,
0.017945431923976,58,
0.055836267471555,59,
0.4194993604778,60,
0.095378460152895,61,
0.033446060782255,62,
0.097651773811675,63,
0.17480579150246,64,
0.029697546653473,65,
0.036052897095835,66,
0.11213763217241,67,
0.033927985346174,68,
0.058803926477462,69,
0.14862155278679,70,
0.016596471961786,71,
0.096519716390093,72,
0.089670799587607,73,
0.089072261862821,74,
0.020645327289249,75,
0.072038116230474,76,
0.10977363680583,77,
0.090833429322753,78,
0.04132983556231,79,
0.10355353668362,80,
0.18003382340496,81,
0.10419612017602,82,
0.047488771937367,83,
0.17916830960743,84,
0.065898305990582,85,
0.16474309947869,86,
0.084285551138135,87,
0.034017559132436,88,
0.15479760015088,89,
0.51344231603412,90,
0.057030224858321,91,
0.030602669866718,92,
0.071038971089609,93,
0.062085666287913,94,
0.15311995270756,95,
0.016165849705171,96,
0.12126681442898,97,
0.10569313507379,98,
0.30678257462475,99,
0.13735412504045,100,
0.033157619851777,101,
0.10755336735277,102,
0.10393050867876,103,
0.034809215439993,104,
0.14388915036435,105,
0.016874627617087,106,
0.036402252723307,107,
0.050961005122108,108,
0.070399667211925,109,
0.058903206684529,110,
0.072519686096605,111,
0.069897428069207,112,
0.084077213498446,113,
0.084305765964721,114,
0.096275298121645,115,
0.064620421857645,116,
0.054087744252527,117,
0.11540025097374,118,
0.086089178948146,119,
0.044555970762254,120,
0.049840827444216,121,
0.053677272048127,122,
0.084992662956532,123,
0.040660650365207,124,
0.10800773785677,125,
0.077634964669283,126,
0.086691767417093,127,
0.042133703429532,128,
0.044005155325714,129,
0.072218501688589,130,
0.052070145405899,131,
0.076567352239738,132,
0.056780585986441,133,
0.1187921014987,134,
0.11727658053557,135,
0.072949764880065,136,
0.077570774801082,137,
0.043178334161802,138,
0.044518705373012,139,
0.067807420331827,140,
0.056004063786012,141,
0.092835288255924,142,
0.03749890840165,143,
0.087888838510252,144,
0.068085356266203,145,
0.13565309456119,146,
0.097817814977919,147,
0.12080585373203,148,
0.16162814137561,149,
0.06776030684744,150,
0.15640137446104,151,
0.10408338704808,152,
0.068653466838214,153,
0.08499374078616,154,
0.032675790218134,155,
0.049966959194958,156,
0.0044390660184523,157,
0.023666610859181,158,
0.098295772277657,159,
0.046221295378121,160,
0.066426251774163,161,
0.11747952907061,162,
0.10469545480042,163,
0.14976526830651,164,
0.17427383770827,165,
0.3610458512756,166,
0.43666880970023,167,
0.15024622211979,168,
0.075569507396794,169,
0.14169728830338,170,
0.035088915524193,171,
0.034542342228736,172,
0.054970025649542,173,
0.071847878316339,174,
0.061769620480812,175,
0.045766927803289,176,
0.056979680164634,177,
0.09451585643994,178,
0.071109146412171,179,
0.12822169845898,180,
0.051170734125307,181,
0.14513101426196,182,
0.08552968986052,183,
0.13358962917983,184,
0.030071044597173,185,
0.059851731999609,186,
0.11597206374819,187,
0.008511399611175,188,
0.19491606273999,189,
0.17272232264872,190,
0.056190133242533,191,
0.11243121975022,192,
0.089976065397273,193,
0.085022818755506,194,
0.16511922913175,195,
0.12066867305572,196,
0.1129987183666,197,
0.076550954518725,198,
0.074843242597573,199,
0.16839717666201,200,
0.11583919033797,201,
0.081729159741115,202,
0.071170953710313,203,
0.11904463669389,204,
0.076297285001268,205,
0.041784316999542,206,
0.072797100615909,207,
0.050312839467728,208,
0.13822897442886,209,
0.13307028828539,210,
0.11964891281133,211,
0.047726061602635,212,
0.10679798821806,213,
0.12328945174633,214,
0.049161641871325,215,
0.036913553897325,216,
0.036408812790146,217,
0.094187866578722,218,
0.1602103718654,219,
0.078569994100354,220,
0.014553779919354,221,
0.086254607475079,222,
0.096568289001465,223,
0.14893062998932,224,
0.12123966975581,225,
0.10671622577161,226,
0.18721896039029,227,
0.31427772897106,228,
0.028994125636394,229,
0.037623187237577,230,
0.13777763103609,231,
0.14316628156048,232,
0.063428346960351,233,
0.073519772061844,234,
0.082136407215794,235,
0.094090813344165,236,
